phrase,category,d_speeches,r_speeches,total,percent_of_d_speeches,percent_of_r_speeches,chi2,pval,position,index,x,y,vy,vx,sourceX,sourceY,moveX,moveY,correctedY
companies,economy/fiscal issues,15,16,31,65.22,59.26,0.071113189,0.789722821,-5.960000000000001,333,392.69642465490244,-10.094995958446306,0.0004100599305983112,0.0020027352291000495,396.57247103592647,4.479889374090203,392.69642465490244,-10.094995958446306,-10.094995958446306
health,health care,23,25,48,100,92.59,0.070987654,0.789904148,-7.409999999999997,334,375.4893109443941,516.5393148747869,0.00003514338217579314,9.669812825456536e-7,371.2267480291074,-20.08419055367632,375.4893109443941,516.5393148747869,-3.4606851252131037
economic,economy/fiscal issues,23,25,48,100,92.59,0.070987654,0.789904148,-7.409999999999997,335,370.5459185968079,-23.27166981961002,-0.004131934416532431,-0.003997388419084214,359.21246379090115,-39.94042817922146,370.5459185968079,-23.27166981961002,-23.27166981961002
budget,economy/fiscal issues,23,25,48,100,92.59,0.070987654,0.789904148,-7.409999999999997,336,375.42539204245423,37.17299398859334,0.0021497917198323533,-0.0011812937146414087,365.7389555070453,41.514487180056,375.42539204245423,37.17299398859334,37.17299398859334
students,education,23,25,48,100,92.59,0.070987654,0.789904148,-7.409999999999997,337,374.60225404755084,387.0902660899622,-1.1199232875284362e-7,0.000010003163463464365,355.577368799723,7.8883654936968135,374.60225404755084,387.0902660899622,-2.909733910037801
illness,health care,5,5,10,21.74,18.52,0.064412238,0.799653425,-3.219999999999999,338,410.5794955092684,519.8459881562643,0.00002394818026136677,-4.4176052832021557e-16,426.2092636516654,-26.333862253164092,410.5794955092684,519.8459881562643,-0.15401184373570231
fiscally,economy/fiscal issues,5,5,10,21.74,18.52,0.064412238,0.799653425,-3.219999999999999,339,409.19777722934754,8.853076132133719,0.008212122941952112,0.003848191716337349,398.96964005929294,30.13414847103989,409.19777722934754,8.853076132133719,8.853076132133719
tax credit,economy/fiscal issues,5,5,10,21.74,18.52,0.064412238,0.799653425,-3.219999999999999,340,410.21901766599444,-14.305240170190789,-0.004221020478522375,0.006329693589508117,399.5922126527369,-31.642695136191577,410.21901766599444,-14.305240170190789,-14.305240170190789
apprenticeship,education,5,5,10,21.74,18.52,0.064412238,0.799653425,-3.219999999999999,341,411.9878567228238,400.18767654484986,-0.0009116051063692974,0.000051417237483335466,407.65928654307703,-0.010437822991825135,411.9878567228238,400.18767654484986,10.187676544849865
economy,economy/fiscal issues,22,24,46,95.65,88.89,0.061751733,0.803748375,-6.760000000000005,342,375.1830494105444,10.497117117142711,-0.0008682453288651088,-0.0016772607723042185,383.96349317337064,27.850162976018723,375.1830494105444,10.497117117142711,10.497117117142711
employers,economy/fiscal issues,10,13,23,43.48,48.15,0.058881187,0.808273088,4.670000000000002,343,480.4625525304785,-4.0807216300619915,-0.0013336988354755296,-0.0015607147037030884,481.6946439974303,11.992437738756832,480.4625525304785,-4.0807216300619915,-4.0807216300619915
state police,crime/justice,4,4,8,17.39,14.81,0.051529791,0.820422388,-2.58,344,415.9301547869295,259.92201012236234,0.000012127091027070427,-6.184647396483019e-16,417.9069125890437,-8.43590583894565,415.9301547869295,259.92201012236234,-0.07798987763766263
tax relief,economy/fiscal issues,4,4,8,17.39,14.81,0.051529791,0.820422388,-2.58,345,414.4767454673339,3.431589456417597,0.0039026673795156184,0.00010636007247830422,424.0140047204343,17.821590169672895,414.4767454673339,3.431589456417597,3.431589456417597
dollars,economy/fiscal issues,20,22,42,86.96,81.48,0.044321754,0.833256127,-5.47999999999999,346,395.9753922797032,29.318219879399837,0.005457544954900569,0.00008332579693825972,398.70059205989855,44.4950653030513,395.9753922797032,29.318219879399837,29.318219879399837
unemployment,economy/fiscal issues,12,13,25,52.17,48.15,0.040257649,0.840977663,-4.020000000000003,347,406.2570654462344,-3.2298964048860315,-0.0012258202542025874,0.0015609757995926918,403.6793832798725,17.857720842406792,406.2570654462344,-3.2298964048860315,-3.2298964048860315
criminal justice,crime/justice,12,13,25,52.17,48.15,0.040257649,0.840977663,-4.020000000000003,348,403.8911714121918,259.9085475678265,0.000014220460439334591,8.835210566404313e-17,394.10961968663804,-16.502130711590546,403.8911714121918,259.9085475678265,-0.09145243217352572
higher education,education,11,14,25,47.83,51.85,0.040257649,0.840977663,4.020000000000003,349,471.36759600766277,373.6482883918206,0.00007420411468373208,-0.000034451169124703424,478.8252529631915,-45.88246517869196,471.36759600766277,373.6482883918206,-16.351711608179414
health substance,health care,3,3,6,13.04,11.11,0.038647343,0.844148964,-1.9299999999999997,350,421.3644181158034,519.8563214050306,0.00002234140445675007,2.650563169921293e-16,413.4645819614717,44.92787955203621,421.3644181158034,519.8563214050306,-0.14367859496940127
fully fund,economy/fiscal issues,3,3,6,13.04,11.11,0.038647343,0.844148964,-1.9299999999999997,351,419.90913511672954,-24.981020224240332,-0.0050820438743227276,-0.0010485233700742007,402.9688346748463,-5.069888358671401,419.90913511672954,-24.981020224240332,-24.981020224240332
business leaders,economy/fiscal issues,3,3,6,13.04,11.11,0.038647343,0.844148964,-1.9299999999999997,352,422.12584768316276,-18.988843830212282,-0.0056631876972375985,0.0013620916962969708,428.24596789662615,1.483457153543661,422.12584768316276,-18.988843830212282,-18.988843830212282
budget includes,economy/fiscal issues,3,3,6,13.04,11.11,0.038647343,0.844148964,-1.9299999999999997,353,423.4172880997637,29.34824244703456,0.002338431900778926,0.0011602190086740336,411.2335089122806,28.25508354342309,423.4172880997637,29.34824244703456,29.34824244703456
mental health substance,mental health/substance abuse,3,3,6,13.04,11.11,0.038647343,0.844148964,-1.9299999999999997,354,421.3644181158039,649.7951584846188,0.000031851975902447426,-5.301126339842586e-16,422.0839217304342,-31.512793104231957,421.3644181158039,649.7951584846188,-0.20484151538119022
schools need,education,3,3,6,13.04,11.11,0.038647343,0.844148964,-1.9299999999999997,355,423.69227401860206,389.9118504876168,-0.0029735591235255116,-0.02093819905580858,413.53880623114816,-3.60854216085246,423.69227401860206,389.9118504876168,-0.088149512383211
students graduate,education,3,3,6,13.04,11.11,0.038647343,0.844148964,-1.9299999999999997,356,418.5295154602606,407.9662982780976,0.0011489958580974437,-0.0006067879952639723,424.83795890375296,33.09956435932604,418.5295154602606,407.9662982780976,17.96629827809761
elementary school,education,3,3,6,13.04,11.11,0.038647343,0.844148964,-1.9299999999999997,357,419.7368479226164,401.68230291590044,-0.0011711283376536108,-0.0008826537525002952,413.9377296200844,3.2015443535350325,419.7368479226164,401.68230291590044,11.682302915900436
cut taxes,economy/fiscal issues,3,3,6,13.04,11.11,0.038647343,0.844148964,-1.9299999999999997,358,415.7416898442423,-18.928331684279804,-0.009708423456632632,0.0008821317359641128,416.7327465383781,-35.474972567690685,415.7416898442423,-18.928331684279804,-18.928331684279804
colleges universities,education,3,3,6,13.04,11.11,0.038647343,0.844148964,-1.9299999999999997,359,420.26544178000944,395.3063222898629,-0.0004545486104593939,-1.94430693363154e-7,428.8871590463196,15.325690617537608,420.26544178000944,395.3063222898629,5.306322289862919
new taxes,economy/fiscal issues,3,3,6,13.04,11.11,0.038647343,0.844148964,-1.9299999999999997,360,419.6848993907399,-0.861306625311493,0.00103555859445515,-0.0013779556175385413,432.0448074325298,4.826965386549639,419.6848993907399,-0.861306625311493,-0.861306625311493
money,economy/fiscal issues,19,21,40,82.61,77.78,0.036231884,0.849037424,-4.829999999999998,361,402.1750124020523,-25.728619739027994,-0.0033631237713641652,0.00004975554749713693,398.1966913241749,-45.50213822719367,402.1750124020523,-25.728619739027994,-25.728619739027994
income,economy/fiscal issues,16,20,36,69.57,74.07,0.035068885,0.851451387,4.5,362,473.85624110849386,10.550687836980323,0.004708688940952066,-0.0019437945239838945,490.4832316889563,41.17860088975495,473.85624110849386,10.550687836980323,10.550687836980323
open business,economy/fiscal issues,3,4,7,13.04,14.81,0.027835289,0.867496644,1.7700000000000014,363,450.13465242314436,-30.063557191874505,-0.0007187625983355912,0.0009250433840627067,431.7177554251501,-28.95294038144056,450.13465242314436,-30.063557191874505,-30.063557191874505
budget proposal,economy/fiscal issues,3,4,7,13.04,14.81,0.027835289,0.867496644,1.7700000000000014,364,453.2414410017124,-0.3383229523970708,0.00015030951327752034,-0.0012697187317765644,457.98104802160657,-23.18437311884817,453.2414410017124,-0.3383229523970708,-0.3383229523970708
fastest growing,economy/fiscal issues,3,4,7,13.04,14.81,0.027835289,0.867496644,1.7700000000000014,365,452.79561666543367,-23.810658606929273,0.0006718702389643331,-0.0020729664701468575,451.80746113865905,-19.256725523990703,452.79561666543367,-23.810658606929273,-23.810658606929273
million dollar,economy/fiscal issues,3,4,7,13.04,14.81,0.027835289,0.867496644,1.7700000000000014,366,450.5774288205873,5.962210073178255,0.0023054957049211734,-0.001431118486652797,437.9139839468671,1.970582094049458,450.5774288205873,5.962210073178255,5.962210073178255
property tax,economy/fiscal issues,3,4,7,13.04,14.81,0.027835289,0.867496644,1.7700000000000014,367,452.75874402349706,12.353217371518923,0.002471377296094899,-0.0005807015218215126,431.2799624595933,33.91512655480086,452.75874402349706,12.353217371518923,12.353217371518923
spending,economy/fiscal issues,12,15,27,52.17,55.56,0.026301664,0.87116578,3.3900000000000006,368,470.4740083967663,29.185586638570953,0.005317782406508659,-0.002447294979718229,474.23207480551514,44.231516561630784,470.4740083967663,29.185586638570953,29.185586638570953
college,education,17,21,38,73.91,77.78,0.024408848,0.875849119,3.8700000000000045,369,468.9198918294322,390.0668371677484,-0.000013944340492259322,-0.0006257856279624541,476.83703105403646,-29.463082561394398,468.9198918294322,390.0668371677484,0.06683716774841741
businesses,economy/fiscal issues,18,22,40,78.26,81.48,0.01610306,0.899021263,3.219999999999999,370,466.93023401462546,-13.695102699356374,-0.004963118194548688,0.0010166001811110746,473.48129918532135,26.7612453898214,466.93023401462546,-13.695102699356374,-13.695102699356374
market,economy/fiscal issues,9,10,19,39.13,37.04,0.014323248,0.904736825,-2.0900000000000034,371,418.6170839449556,21.740261890993022,0.0033468196606528805,-0.0008350548013097729,415.50321410145295,36.198919753894565,418.6170839449556,21.740261890993022,21.740261890993022
labor,economy/fiscal issues,9,10,19,39.13,37.04,0.014323248,0.904736825,-2.0900000000000034,372,420.806955503911,10.354786009828475,0.0032056117127569725,-0.0007238762285261557,419.5233535884895,25.61154445495255,420.806955503911,10.354786009828475,10.354786009828475
funded,economy/fiscal issues,9,10,19,39.13,37.04,0.014323248,0.904736825,-2.0900000000000034,373,418.8913258096073,-9.801291155108215,0.00048254790511137924,0.0011879424139871538,416.0562250542026,14.623776767995908,418.8913258096073,-9.801291155108215,-9.801291155108215
schools,education,22,25,47,95.65,92.59,0.01236852,0.91144677,-3.0600000000000023,374,410.0103825180781,384.9139611857247,-0.0004143579026545966,0.0005009968531412206,411.5660708203437,-22.028124084171296,410.0103825180781,384.9139611857247,-5.086038814275298
tax code,economy/fiscal issues,4,5,9,17.39,18.52,0.008767221,0.925400344,1.129999999999999,375,447.0430825498076,-19.49215871387729,-0.0001377337498019186,-0.002940679224563838,448.00691492612395,11.806716720957873,447.0430825498076,-19.49215871387729,-19.49215871387729
schools state,education,4,5,9,17.39,18.52,0.008767221,0.925400344,1.129999999999999,376,448.48712296767326,381.89132054364785,-0.0003241749386188369,0.0002588499451618501,468.4669932509362,-19.26778173677387,448.48712296767326,381.89132054364785,-8.10867945635215
mental health services,mental health/substance abuse,4,5,9,17.39,18.52,0.008767221,0.925400344,1.129999999999999,377,446.94725778712126,653.6099999264944,0.000029544195420135532,-1.5905426806137765e-15,465.42377629447236,38.01878906156191,446.94725778712126,653.6099999264944,3.6099999264944245
medicaid expansion,health care,4,5,9,17.39,18.52,0.008767221,0.925400344,1.129999999999999,378,446.94725778712035,519.8524804415632,0.000022938657780016432,-3.534084226561725e-16,460.7981969748031,32.09550307329473,446.94725778712035,519.8524804415632,-0.14751955843678388
mental illness,mental health/substance abuse,4,5,9,17.39,18.52,0.008767221,0.925400344,1.129999999999999,379,446.947257787119,646.0099999264944,0.000029544195441450543,1.5905426806137765e-15,444.43615618981255,5.5659762449929735,446.947257787119,646.0099999264944,-3.9900000735055983
classrooms,education,9,11,20,39.13,40.74,0.00805153,0.928501524,1.6099999999999994,380,452.99173159527976,404.4145332622652,0.0019436392968987834,0.0005141907963251733,473.09302483194995,-1.0014526581192276,452.99173159527976,404.4145332622652,14.414533262265195
career,economy/fiscal issues,15,18,33,65.22,66.67,0.003952569,0.949870453,1.4500000000000028,381,455.2967340302605,24.078605543058224,0.0027843527800180136,-0.0007179334929526184,446.9704735345447,24.22090065326114,455.2967340302605,24.078605543058224,24.078605543058224
energy,energy/environment,15,18,33,65.22,66.67,0.003952569,0.949870453,1.4500000000000028,382,449.5258421390841,130.76704607007093,0.000005870345105687255,5.663558001484797e-13,458.5958139385086,0.892476048002015,449.5258421390841,130.76704607007093,0.7670460700709327
public education,education,7,8,15,30.43,29.63,0.002683843,0.958683416,-0.8000000000000007,383,426.5422011653276,406.24545574467,-0.00049913257336618,0.00020481772677040255,421.11069691603507,-0.29915518521719764,426.5422011653276,406.24545574467,16.245455744669982
low income,economy/fiscal issues,7,8,15,30.43,29.63,0.002683843,0.958683416,-0.8000000000000007,384,428.73798453740267,-14.179674024638249,-0.00335680382000223,0.00018203768069776776,425.1172900772621,8.76273714739265,428.73798453740267,-14.179674024638249,-14.179674024638249
teaching,education,7,8,15,30.43,29.63,0.002683843,0.958683416,-0.8000000000000007,385,426.1672214402696,382.09806036760244,0.0009454724898050094,0.0005091810798169807,412.8114017982942,-48.341919289683794,426.1672214402696,382.09806036760244,-7.901939632397557
police,crime/justice,10,12,22,43.48,44.44,0.002635046,0.959060411,0.9600000000000009,386,445.52598891649114,259.9083876147654,0.000014245332453376382,5.301126339842586e-16,459.96815145952496,-14.090641094208557,445.52598891649114,259.9083876147654,-0.09161238523461179
capital,economy/fiscal issues,10,12,22,43.48,44.44,0.002635046,0.959060411,0.9600000000000009,387,449.9584308518793,-40.40351323108277,-0.003797686769052098,0.0006977428715166211,450.5046434170945,-28.536989656141014,449.9584308518793,-40.40351323108277,-40.40351323108277
prosperity,economy/fiscal issues,10,12,22,43.48,44.44,0.002635046,0.959060411,0.9600000000000009,388,449.61913038136686,-9.617043347638852,-0.0002985682079236561,-0.0036551895852603906,437.59547954401734,12.427754671077892,449.61913038136686,-9.617043347638852,-9.617043347638852
salary,economy/fiscal issues,5,6,11,21.74,22.22,0.001317523,0.971044984,0.4800000000000004,389,445.72018321529987,0.21570933239900975,0.0008695584223939505,-0.0030810521365829233,457.016570470355,16.5264431481481,445.72018321529987,0.21570933239900975,0.21570933239900975
elementary,education,5,6,11,21.74,22.22,0.001317523,0.971044984,0.4800000000000004,390,443.9697014653142,409.1651217818847,0.002174863781161717,0.00012750575933319954,459.64691604617735,24.503981821718444,443.9697014653142,409.1651217818847,19.165121781884693
job creation,economy/fiscal issues,5,6,11,21.74,22.22,0.001317523,0.971044984,0.4800000000000004,391,440.4699834185689,-14.935818513727563,-0.0012712977608694547,-0.003593990884242001,445.0438105143506,-1.7547789494289332,440.4699834185689,-14.935818513727563,-14.935818513727563
12 education,education,5,6,11,21.74,22.22,0.001317523,0.971044984,0.4800000000000004,392,438.2963432373228,418.5468425941087,0.000006300308387827895,0.00005977383158006933,438.70565528143516,34.00162056889784,438.2963432373228,418.5468425941087,28.546842594108682
community colleges,education,5,6,11,21.74,22.22,0.001317523,0.971044984,0.4800000000000004,393,446.57773996149893,417.1428994762827,0.00009700967481573914,0.00008157677008627291,442.7624652701836,-35.308373995754444,446.57773996149893,417.1428994762827,27.142899476282707
job,economy/fiscal issues,22,26,48,95.65,96.3,0.000536769,0.98151605,0.6499999999999915,394,439.78924910490883,37.027579722305134,0.0021998038485657083,-0.0007975080686120187,428.24594216417887,47.95883546409788,439.78924910490883,37.027579722305134,37.027579722305134
jobs,economy/fiscal issues,22,26,48,95.65,96.3,0.000536769,0.98151605,0.6499999999999915,395,437.84028508131087,13.912065455024564,0.002014220298306343,0.00034904621673302426,451.08188593425007,43.86498127240038,437.84028508131087,13.912065455024564,13.912065455024564
innovation,economy/fiscal issues,11,13,24,47.83,48.15,0.000268384,0.986929289,0.3200000000000003,396,435.9971867777373,-4.917637825028417,-0.00011674694722794594,-0.002655327553354824,431.6439757878166,24.209869924028006,435.9971867777373,-4.917637825028417,-4.917637825028417
workforce development,economy/fiscal issues,6,7,13,26.09,25.93,0.00012387,0.991119987,-0.16000000000000014,397,426.9035885086713,1.95742261742643,0.002813807834745896,-0.00044042718460869656,449.45942010237127,-11.629060351628304,426.9035885086713,1.95742261742643,1.95742261742643
high school students,education,6,7,13,26.09,25.93,0.00012387,0.991119987,-0.16000000000000014,398,435.24110845958626,410.29608697550447,-0.00004819077276236598,-0.0007222958282351572,439.37086710296967,-27.749164221405742,435.24110845958626,410.29608697550447,20.296086975504465
education,education,23,27,50,100,100,0,1,0,399,438.097902867775,369.98648235911173,0.00023554035206709324,-0.00025848648167094065,452.89261749437674,-47.533470511868096,438.097902867775,369.98648235911173,-20.013517640888267
school,education,23,27,50,100,100,0,1,0,400,438.3202065709778,393.9854527500382,0.00022452873001869745,0.0009323353286882236,429.16134539586085,-43.95257087393707,438.3202065709778,393.9854527500382,3.985452750038178
working,economy/fiscal issues,23,27,50,100,100,0,1,0,401,434.73420314227167,-30.07117322798513,-0.0033719295334670367,0.0009653874357977825,432.87332146144996,-12.473638918503358,434.73420314227167,-30.07117322798513,-30.07117322798513
